trip_id,date_raw,time_of_day,season,route_number,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,capacity,passenger_count,fare_kes,distance_km,fuel_type,fuel_consumption,payment_method,revenue_kes,fuel_price_per_unit
TRP008639,45264,Eve,Long Rains,111,Ngong Road,Railways,manchester,Standard,Standard Unit,33 pax,33,150,18.4,PETROL,31.2 litres/100km,M-PESA,4950,212.1/=
TRP013289,45544,Aftenoon,Dry Season,69,Outering Road,OTC,Super Metro,Standard,Standard Unit,25 seater,25,KSH 116/=,13km,Petrol,22.1l/100km,M-PESA,2895/-,KES171.85
TRP011954,20/10/2023,Evening,Short Rains,111,Ngong Road,Railways,forward travelers,STANDARD,Standard Unit,33 seater,33,KES150,27,DIESEL,26.6 litres/100km,CASH,4950,KES183.26
TRP000057,22/10/2024,PM,Short Rains,125,Rongai,Railways,ZURI,STANDARD,Standard Unit,14,14,Ksh 150,27,Diesel,26.9 L/100km,Mpesa,KSH 2100/=,159.43
TRP009192,45806,Eve,Long Rains,33,Pipeline,OTC,ZURI,Standard,Standard Unit,25 seater,25,KES96,8km,DIESEL,25.99,M-Pesa,Ksh 2396,KES183.84
TRP006435,45001,Aftenoon,LONG RAINS,110,Kitengela,OTC,Kenya Mpya,Nganya,Rogue,25,25,84,9.37 km,Diesel,25.7 litres/100km,cash,KES2109,Ksh 172.34
TRP011821,29/01/2025,EVENING,Dry Season,73,Outering Road,OTC,oma services,Nganya,Rogue,33,33,153/-,13.9,Diesel,18.8 L/100km,cash,5062/-,KES184.10
TRP002535,20/06/2024,EVENING,dry season,73,Outering Road,OTC,OMA Services,nganya,Overload,14,14,59,4.7,Diesel,28.1l/100km,MPESA ,820,KES172.69
TRP014092,45253,evening,short rains,33A,Pipeline,OTC,FORWARD TRAVELERS,Standard,Standard Unit,25-seater,25,Ksh 50,4.6,Petrol,19.96,M-Pesa,1250,204.69
TRP013960,45210,Late Night,SHORT RAINS,14A,Eastleigh,Odeon,Manchester,STANDARD,Standard Unit,25,25,127.65,9km,DIESEL,24.4 litres/100km,cash,3191,183.58
TRP000597,45285,Aftenoon,Short Rains,125,Rongai,Railways,Super Metro,STANDARD,Standard Unit,33 seater,33,KSH 69/=,7km,Petrol,23.07,Mpesa,2270/-,Ksh 188.36
TRP000424,28/09/2025,Evning,DRY SEASON,33,Pipeline,OTC,Embassava,Nganya,Opposite,14-seater,14,200,28km,Diesel,19.6 L/100km,MPESA ,Ksh 2800,180.9/=
TRP015336,46022,evening,SHORT RAINS,125,Rongai,Railways,City Shuttle,Standard,Standard Unit,25 pax,25,KSH 129/=,8.3,DIESEL,23.8l/100km,M-PESA,KES3227,188.1/=
TRP002904,19/01/2023,Late Night,dry season,KU1,Kenyatta University,Odeon,Nicco Movers,Nganya,Transformer,14,14,143.71,13,diesel,27.9 L/100km,cash,KSH 2012/=,KES177.22
TRP008871,45471,PM,Dry Season,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25-seater,25,KES142,21.5,Diesel,23.3l/100km,Cash,3545,173.2/=
TRP002327,45488,Afternoon,Dry Season,14B,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,14,14,KSH 150/=,26.3,Diesel,31.05,M-PESA,2100,165.6/=
TRP009174,45605,afternoon,Short Rains,KU1,Kenyatta University,Odeon,KBS,nganya,Baba Yaga,14-seater,14,Ksh 200,25.1,Diesel,29.2 L/100km,M-Pesa,2800,Ksh 169.73
TRP015421,45142,MORNING,Dry Season,46,Kawangware,Kencom,Kbs,STANDARD,Standard Unit,33,33,150/-,21.02 km,Diesel,29.34,Cash,KES4950,KES180.05
TRP002968,45605,PM,Short Rains,14B,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,25,25,KES50,5km,DIESEL,26.5 litres/100km,Cash,Ksh 1250,Ksh 161.31
TRP015581,27/02/2025,night,Dry Season,73,Outering Road,OTC,oma services,Standard,Standard Unit,25,25,KSH 73/=,9.7,DIESEL,31.3 L/100km,cash,KES1836,KES180.50
TRP003387,45413,Evning,Long Rains,111,Ngong Road,Railways,East Shuttle,Standard,Standard Unit,25,25,86,9.4,Diesel,25.7 litres/100km,MPESA ,2154.67,175.02
TRP015423,45205,Morning,Short Rains,8B,Kibra,Ambassador,Ongata Line,standard,Standard Unit,14,14,150,19km,Diesel,27,Mpesa,Ksh 2100,194.3/=
TRP014173,45205,evening,Dry Season,34F,Fedha,OTC,East Shuttle,nganya,Moneyfest,33,33,KES200,18km,Diesel,23.96,mpesa,Ksh 6600,Ksh 185.88
TRP005772,44956,night,Dry Season,102,Kikuyu,Railways,forward travelers,STANDARD,Standard Unit,25-seater,25,KES97,10.5,DIESEL,18.8 L/100km,cash,2435,188.3/=
TRP004325,45581,Eve,Short Rains,MWI1,Mwiki-Upper Hill,Odeon,nicco movers,Standard,Standard Unit,25 seater,25,150,26km,DIESEL,25.8 L/100km,mpesa,3750,172.46
TRP003033,45037,EVENING,Long Rains,11A,Langata Road,Railways,East Shuttle,Nganya,Godfather,33 seater,33,Ksh 51,4.1,Diesel,19.5l/100km,MPESA ,1673,KES187.66
TRP009168,26/01/2023,Afternoon,Dry Season,111,Ngong Road,Railways,Super Metro,Standard,Standard Unit,14 seater,14,145,20.46 km,Diesel,22.3 L/100km,M-Pesa,KES2029,173.7/=
TRP014773,45634,AFTERNOON,Short Rains,23A,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,33,33,KSH 150/=,21.6,diesel,27.4 litres/100km,CASH,4950,175.24
TRP002866,45887,evening,Dry Season,125,Rongai,Railways,super metro,Standard,Standard Unit,14,14,150,16.96 km,Diesel,27.58,Mpesa,2100/-,195.99
TRP001012,44993,Nyt,DRY SEASON,33,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,33 pax,33,Ksh 150,22.4,Diesel,21.4 litres/100km,Cash,Ksh 4950,KES186.09
TRP014189,21/04/2024,AFTERNOON,Long Rains,11A,Langata Road,Railways,citi hoppa,Nganya,Lightning,33 pax,33,Ksh 147,14.97 km,DIESEL,29.9 L/100km,M-Pesa,4867/-,159.16
TRP008440,45204,Night,Short Rains,14A,Eastleigh,Odeon,Embassava,NGANYA,Lightning,14-seater,14,KSH 200/=,19km,PETROL,26.0l/100km,Mpesa,Ksh 2800,KES191.36
TRP013619,45654,Late Night,Short Rains,33A,Pipeline,OTC,embassava,nganya,B613,25,25,KES200,27,petrol,21.3 litres/100km,mpesa,5000,189.3/=
TRP015667,45872,Morning,LONG RAINS,125,Rongai,Railways,zuri,Nganya,Money Fest,25-seater,25,93,6.5,Diesel,28.2,CASH,2327.93,KES184.99
TRP009514,45850,Morning,Short Rains,8B,Kibra,Kencom,citi hoppa,standard,Standard Unit,14 seater,14,150,19,DIESEL,27.5 L/100km,M-PESA,2100,196.1/=
TRP015798,22/07/2023,Morning,dry season,111,Ngong Road,Railways,Forward Travelers,STANDARD,Standard Unit,33-seater,33,150/-,24.65 km,Diesel,20.87,Mpesa,KSH 4950/=,172.37
TRP011970,45542,Aftenoon,DRY SEASON,56,Lavington-Kawangware,Kencom,KBS,Electric,BasiGo E-Bus,33 seater,33,Ksh 113,15,electric,51.0kwh,Cash,3721,26.5/=
TRP007282,45599,Morning,short rains,33J,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,14,14,150,17.4,petrol,31.79,Mpesa,Ksh 2100,191.3/=
TRP015273,45129,MORNING,dry season,73,Outering Road,OTC,City Shuttle,Standard,Standard Unit,33 pax,33,150,17.9,PETROL,21.5l/100km,Mpesa,4950,195.12
TRP015411,45737,evening,Long Rains,14A,Eastleigh,Odeon,2NK,Standard,Standard Unit,14-seater,14,150,16.3,diesel,30.6,M-PESA,Ksh 2100,198.6/=
TRP008909,45225,Morning,short rains,125,Rongai,Railways,Zuri,Nganya,Moxie,25,25,200,26.16 km,Diesel,21.26,cash,Ksh 5000,Ksh 187.08
TRP016129,45648,MORNING,SHORT RAINS,33A,Pipeline,OTC,super metro,Nganya,B613,14,14,200/-,27,diesel,29.8 L/100km,MPESA ,KSH 2800/=,Ksh 166.97
TRP004818,17/04/2025,Afternoon,Long Rains,73,Outering Road,OTC,OMA Services,Nganya,Prestige,33,33,176,23.3,PETROL,31.8l/100km,cash,5796.53,212.7/=
TRP002008,45772,Evening,long rains,102,Kikuyu,Railways,Zuri,STANDARD,Standard Unit,33,33,150,18km,Diesel,23.74,Cash,4950,Ksh 192.61
TRP013546,45116,AFTERNOON,Dry Season,36,Dandora,OTC,City Shuttle,Standard,Standard Unit,33 seater,33,150,20km,diesel,23.5 litres/100km,cash,4950/-,Ksh 184.57
TRP002719,31/12/2023,Afternoon,Short Rains,36,Dandora,OTC,City Shuttle,Standard,Standard Unit,25,25,KSH 146/=,16.4,DIESEL,21.9,CASH,3659,182.3/=
TRP012790,45895,Night,Dry Season,111,Ngong Road,Railways,KBS,Nganya,Night Nurse,33,33,200,16.7,DIESEL,21.6 L/100km,MPESA ,6600,KES201.66
TRP006564,45645,Evening,SHORT RAINS,14A,Eastleigh,Odeon,FORWARD TRAVELERS,standard,Standard Unit,33 seater,33,79.47,8km,Diesel,19.2 litres/100km,M-PESA,KES2623,171.2/=
TRP014669,45849,AFTERNOON,Dry Season,EXP1,Nyayo Estate-Westlands,Railways,Ongata Line,Standard,Standard Unit,14-seater,14,Ksh 102,13.4,diesel,18.9l/100km,M-PESA,1429,KES201.10
TRP014592,45197,AM,DRY SEASON,56,Lavington-Kawangware,Kencom,kbs,Standard,Standard Unit,14,14,150,20km,Diesel,29.07,MPESA ,Ksh 2100,174.94
TRP008740,45952,night,Short Rains,110,Kitengela,OTC,kbs,Standard,Standard Unit,33,33,150/-,16.66 km,Diesel,29.77,MPESA ,4950,Ksh 181.58
TRP002520,45564,evening,Dry Season,23A,Westlands,Railways,Citi Hoppa,Electric,BasiGo E-Bus,33,33,KSH 107/=,12.9,electric,54.6 kWh/100km,Cash,3525,Ksh 26.95
TRP008655,22/02/2024,Afternoon,DRY SEASON,EXP1,Nyayo Estate-Westlands,Railways,East Shuttle,Standard,Standard Unit,33,33,122.42,13.7,Petrol,31.8 L/100km,CASH,Ksh 4040,KES173.38
TRP004803,45866,Mornig,Dry Season,25,Huruma-Mathare,Muthurwa,City Shuttle,nganya,Lightning,25 seater,25,105,11.50 km,Diesel,18.34,Cash,KSH 2631/=,KES187.30
TRP007356,45725,PM,Long Rains,30,Westlands,Kencom,Citi Hoppa,Standard,Standard Unit,25,25,150,26km,Diesel,25.02,MPESA ,Ksh 3750,202.0/=
TRP008822,20/08/2023,Eve,Dry Season,46,Kawangware,Kencom,Kbs,Standard,Standard Unit,14,14,KES150,14km,Diesel,30.4 litres/100km,MPESA ,2100,171.96
TRP014515,27/05/2025,EVENING,LONG RAINS,73,Outering Road,OTC,OMA Services,Electric,BasiGo E-Bus,25,25,123,14.9,ELECTRIC,40.38,M-PESA,3073/-,KES24.69
TRP012561,45271,afternoon,short rains,MWI1,Mwiki-Upper Hill,Odeon,Citi Hoppa,Electric,BasiGo E-Bus,49,49,Ksh 139,13,Electric,40.7 kWh/100km,MPESA ,6817.11,KES24.63
TRP012898,1686438720,night,DRY SEASON,105,Kikuyu,Railways,KBS,Standard,Standard Unit,14-seater,14,150,26,Diesel,28.66,mpesa,2100,Ksh 182.42
TRP002457,45420,evening,LONG RAINS,36,Dandora,OTC,Forward Travelers,nganya,Rongai King,25 seater,25,200,17,Diesel,22.5 L/100km,M-PESA,5000,156.9/=
TRP016074,25/03/2025,AM,Long Rains,48A,Lavington-Kawangware,Ambassador,2nk,Standard,Standard Unit,25,25,98/-,7,Petrol,22.6 litres/100km,Cash,2452,207.0/=
TRP016414,45593,Evening,Short Rains,33J,Jogoo Road,Muthurwa,FORWARD TRAVELERS,STANDARD,Standard Unit,33 seater,33,KSH 137/=,12.72 km,Diesel,19.5 litres/100km,mpesa,4530,KES175.89
TRP010474,45088,evening,Short Rains,11A,Langata Road,Railways,Citi Hoppa,NGANYA,Rongai King,14,14,200,28km,DIESEL,20.0 L/100km,mpesa,KSH 2800/=,173.54
TRP003117,30/07/2024,Aftenoon,Dry Season,125,Rongai,Railways,City Shuttle,Nganya,Transformer,25 seater,25,KES65,6.36 km,diesel,22.6l/100km,mpesa,1625/-,Ksh 160.95
TRP010948,44961,Evening,LONG RAINS,69,Outering Road,OTC,City Shuttle,standard,Standard Unit,25-seater,25,108,10,Diesel,27.7 litres/100km,mpesa,2705,183.2/=
TRP015883,45145,EVENING,DRY SEASON,28,Huruma-Mathare,Muthurwa,2NK,standard,Standard Unit,33,33,150,27.16 km,Diesel,28.4 litres/100km,M-PESA,4950/-,KES182.04
TRP011639,45676,Eve,Dry Season,100,Kiambu,Odeon,Super Metro,Nganya,Scorpion,25,25,200,22.41 km,Petrol,23.1,M-PESA,5000,KES195.08
TRP004913,45176,NIGHT,Dry Season,8,Pangani,Railways,ongata line,Standard,Standard Unit,14 seater,14,94,14.1,Diesel,21.0l/100km,Mpesa,KSH 1320/=,183.71
TRP009012,1747571400,Afternoon,Long Rains,73,Outering Road,OTC,citi hoppa,Electric,BasiGo E-Bus,49,49,70.61,6.52 km,electric,42.8kwh,CASH,KSH 3460/=,KES26.08
TRP002485,45698,MORNING,Dry Season,33,Pipeline,OTC,embassava,Nganya,Godfather,14,14,KSH 56/=,5km,diesel,28.66,Mpesa,781/-,Ksh 184.39
TRP015281,45745,NIGHT,Long Rains,28,Huruma-Mathare,Muthurwa,Kenya Mpya,nganya,Overload,33 pax,33,KES179,15.2,diesel,22.29,Cash,5921,199.34
TRP004229,12.06.2024,Evning,dry season,28,Huruma-Mathare,Muthurwa,Kenya Mpya,NGANYA,B613,14,14,165,15.7,Diesel,29.8 litres/100km,Cash,2303/-,KES177.65
TRP008234,45012,morning,Long Rains,69,Outering Road,OTC,East Shuttle,Electric,BasiGo E-Bus,33,33,71,5,electric,49.5kwh,M-Pesa,2342/-,KES26.82
TRP010735,45213,PM,Short Rains,111,Ngong Road,Railways,city shuttle,Standard,Standard Unit,33,33,150/-,14.37 km,DIESEL,30.8 L/100km,M-Pesa,4950,182.3/=
TRP003905,45160,Evening,Dry Season,34,Langata Road,Kencom,2nk,Nganya,Opposite,14,14,91.53,8,Diesel,20.85,M-PESA,Ksh 1281,Ksh 189.51
TRP011227,45109,afternoon,Dry Season,34E,Embakasi,OTC,Embassava,STANDARD,Standard Unit,14 pax,14,150,26.87 km,diesel,22.8l/100km,Mpesa,2100,172.2/=
TRP007270,45139,Mornig,Dry Season,14B,Eastleigh,Odeon,Super Metro,STANDARD,Standard Unit,25,25,150/-,24.90 km,Diesel,21.3l/100km,M-PESA,3750,189.96
TRP013535,07.04.2025,Afternoon,Long Rains,34E,Embakasi,OTC,Embassava,STANDARD,Standard Unit,14,14,115,11.2,DIESEL,29.4 litres/100km,Mpesa,1613.15,KES191.12
TRP004225,45639,EVENING,Short Rains,100,Kiambu,Odeon,2nk,standard,Standard Unit,25,25,Ksh 150,14km,Diesel,18.1,mpesa,3750,Ksh 163.20
TRP001595,45797,morning,long rains,102,Kikuyu,Railways,2NK,Standard,Standard Unit,33,33,150,13km,PETROL,21.9 L/100km,mpesa,4950,196.6/=
TRP009882,45095,AFTERNOON,DRY SEASON,23A,Westlands,Railways,Super Metro,Standard,Standard Unit,14,14,KES106,11.9,Diesel,22.6l/100km,Cash,1484,173.2/=
TRP013349,45114,NIGHT,dry season,25,Huruma-Mathare,Muthurwa,Citi Hoppa,Standard,Standard Unit,14 seater,14,116,12.5,diesel,22.0 L/100km,M-Pesa,1620.15,Ksh 190.63
TRP010733,45279,AFTERNOON,short rains,34E,Embakasi,OTC,FORWARD TRAVELERS,Nganya,Kanambo,14 seater,14,KES200,19.2,diesel,18.6 litres/100km,MPESA ,2800,177.45
TRP012613,45483,Evening,DRY SEASON,8,Pangani,Railways,Super Metro,Standard,Standard Unit,33 seater,33,150/-,25.6,Diesel,26.3 L/100km,Cash,4950,Ksh 159.79
TRP013963,45050,evening,Long Rains,KU1,Kenyatta University,Odeon,kenya mpya,Standard,Standard Unit,25,25,138.13,9.3,diesel,22.2 L/100km,CASH,3453.24,175.8/=
TRP016666,24/02/2023,Evning,Dry Season,8B,Kibra,Railways,Super Metro,Standard,Standard Unit,33-seater,33,146.14,17.8,diesel,28.68,MPESA ,KES4823,191.87
TRP000074,45371,evening,Long Rains,KU1,Kenyatta University,Odeon,Kenya Mpya,Standard,Standard Unit,33,33,Ksh 150,24.9,Petrol,19.6 litres/100km,MPESA ,4950,192.4/=
TRP011803,45288,Afternoon,short rains,34,Langata Road,Kencom,KBS,Nganya,Money Fest,14,14,200,27.2,Diesel,18.8l/100km,CASH,2800,KES187.03
TRP007474,46021,AFTERNOON,Short Rains,33,Pipeline,OTC,Super Metro,STANDARD,Standard Unit,33-seater,33,129/-,15.5,Diesel,20.36,M-Pesa,4250,183.1/=
TRP014201,45265,morning,LONG RAINS,69,Outering Road,OTC,KBS,Electric,BasiGo E-Bus,25,25,150,12.9,Electric,35.4kwh,CASH,Ksh 3750,Ksh 26.88
TRP009811,45227,AM,Short Rains,14A,Eastleigh,Odeon,City Shuttle,Standard,Standard Unit,25 seater,25,117/-,9.3,diesel,31.2 litres/100km,M-PESA,2934,193.4/=
TRP014439,45120,Morning,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,OMA Services,ELECTRIC,BasiGo E-Bus,49-seater,49,80.13,8,Electric,48.9kwh,mpesa,3926.3,25.49
TRP015727,17/08/2023,AM,dry season,69,Outering Road,OTC,Kenya Mpya,Nganya,Rogue,33 seater,33,200,17.66 km,Diesel,19.8l/100km,cash,6600/-,Ksh 180.69
TRP012569,45592,Mornig,Short Rains,112,Kikuyu,Railways,embassava,NGANYA,Manchesa,14,14,Ksh 200,22.32 km,Diesel,18.21,M-Pesa,KES2800,Ksh 168.82
TRP002563,44978,Afternoon,dry season,48A,Lavington-Kawangware,Ambassador,Embassava,Standard,Standard Unit,33-seater,33,69.84,8.3,Diesel,23.7 litres/100km,M-Pesa,2305,KES192.19
TRP008053,45380,Mornig,long rains,23A,Westlands,Railways,Citi Hoppa,Nganya,Kixx,33 seater,33,80,5.4,diesel,24.0l/100km,MPESA ,2642,173.5/=
TRP001860,44984,NIGHT,Dry Season,14B,Eastleigh,Odeon,East Shuttle,Nganya,Matrix,25,25,79,6.48 km,Diesel,25.4 litres/100km,CASH,KSH 1966/=,KES172.81
TRP009795,45930,Morning,Dry Season,110,Kitengela,OTC,Forward Travelers,standard,Standard Unit,33-seater,33,KSH 69/=,6.5,Petrol,21.7l/100km,Mpesa,2263.43,195.32
TRP005953,45652,EVENING,Short Rains,EXP1,Nyayo Estate-Westlands,Railways,KBS,Standard,Standard Unit,25-seater,25,KSH 150/=,27km,Diesel,23.4 L/100km,Mpesa,Ksh 3750,164
TRP001540,45162,PM,Dry Season,111,Ngong Road,Railways,oma services,Standard,Standard Unit,25,25,127,20,diesel,24.9 L/100km,M-Pesa,3177.74,175.6
TRP010538,45862,AM,DRY SEASON,33,Pipeline,OTC,Forward Travelers,standard,Standard Unit,33,33,KES150,22.13 km,diesel,27.14,mpesa,KES4950,Ksh 185.94
TRP003740,45541,NIGHT,Dry Season,105,Kikuyu,Railways,Nicco Movers,standard,Standard Unit,14 pax,14,119/-,16km,DIESEL,18.7l/100km,CASH,1670,Ksh 165.22
TRP008078,45716,morning,dry season,46,Kawangware,Kencom,KBS,Nganya,Night Nurse,33,33,116,10km,Diesel,25.7l/100km,mpesa,Ksh 3834,203.4/=
TRP000063,20/04/2025,night,LONG RAINS,11A,Langata Road,Railways,MANCHESTER,standard,Standard Unit,14-seater,14,Ksh 150,19km,Diesel,32.0 litres/100km,MPESA ,2100,Ksh 193.48
TRP014719,14/09/2024,evening,DRY SEASON,8B,Kibra,Railways,Citi Hoppa,standard,Standard Unit,25,25,150,25.5,Diesel,23.4 litres/100km,mpesa,KSH 3750/=,168.2/=
TRP006546,45321,Night,dry season,33J,Jogoo Road,Muthurwa,KBS,Nganya,Opposite,25,25,200,24km,Diesel,31.34,cash,Ksh 5000,KES170.13
TRP016486,45925,Mornig,Dry Season,69,Outering Road,OTC,Citi Hoppa,Standard,Standard Unit,14-seater,14,KSH 150/=,17.7,diesel,31.0 litres/100km,cash,KSH 2100/=,KES193.18
TRP010943,45338,Evening,Dry Season,14B,Eastleigh,Odeon,OMA Services,nganya,Transformer,33 pax,33,153.65,16,DIESEL,26.18,Cash,5071,Ksh 163.54
TRP005040,31/03/2023,Afternoon,long rains,14B,Eastleigh,Odeon,OMA SERVICES,standard,Standard Unit,33,33,150,22,Diesel,19.7 litres/100km,CASH,KES4950,Ksh 190.19
TRP012647,45976,MORNING,Short Rains,110,Kitengela,OTC,Forward Travelers,Standard,Standard Unit,25 pax,25,109,12.90 km,Diesel,26.9 L/100km,mpesa,Ksh 2726,181.34
TRP009502,45324,evening,Dry Season,11A,Langata Road,Railways,Manchester,STANDARD,Standard Unit,14-seater,14,147,15.3,Diesel,19.64,MPESA ,2054,Ksh 163.29
TRP011222,45505,PM,dry season,105,Kikuyu,Railways,Citi Hoppa,Standard,Standard Unit,14,14,127,18.2,Diesel,26.18,Mpesa,1783,Ksh 166.65
TRP012064,45763,Morning,long rains,100,Kiambu,Odeon,Nicco Movers,nganya,Kanambo,14,14,Ksh 200,19km,diesel,30.22,mpesa,2800,201.4/=
TRP010072,45523,Eve,Dry Season,KU1,Kenyatta University,Odeon,Kenya Mpya,standard,Standard Unit,25-seater,25,KSH 150/=,21.4,DIESEL,26.5l/100km,MPESA ,3750,KES172.05
TRP014776,45193,PM,Dry Season,8,Pangani,Railways,Latema,STANDARD,Standard Unit,33-seater,33,Ksh 117,20.59 km,Diesel,24.9l/100km,cash,Ksh 3863,181.72
TRP014178,45326,Late Night,DRY SEASON,48A,Lavington-Kawangware,Ambassador,City Shuttle,Nganya,Moxie,33 seater,33,Ksh 200,27,DIESEL,30.5l/100km,mpesa,6600/-,KES160.78
TRP006626,44935,Evening,DRY SEASON,48A,Lavington-Kawangware,Ambassador,Super Metro,Nganya,Moneyfest,25,25,Ksh 200,22km,DIESEL,31.5 L/100km,mpesa,5000/-,188.29
TRP002877,45108,AFTERNOON,Dry Season,33J,Jogoo Road,Odeon,forward travelers,STANDARD,Standard Unit,14 pax,14,150/-,23km,Diesel,22.0 L/100km,M-PESA,KSH 2100/=,188.5/=
TRP007813,45273,AM,Short Rains,MWI1,Mwiki-Upper Hill,Odeon,Kenya Mpya,Nganya,Rongai King,14-seater,14,200,23.4,Diesel,30.3 L/100km,cash,2800,Ksh 175.03
TRP007592,45913,Morning,Dry Season,100,Kiambu,Odeon,ongata line,Standard,Standard Unit,25-seater,25,Ksh 150,25.00 km,diesel,20.3l/100km,cash,3750,194.81
TRP013650,18/10/2025,PM,SHORT RAINS,EXP1,Nyayo Estate-Westlands,Railways,Zuri,Standard,Standard Unit,25,25,KES150,15km,Diesel,21.29,mpesa,3750,KES183.71
TRP004569,45418,afternoon,LONG RAINS,8,Pangani,Kencom,Manchester,STANDARD,Standard Unit,33,33,150,14.7,Diesel,30.6 L/100km,mpesa,4950,Ksh 174.37
TRP007979,45523,evening,DRY SEASON,100,Kiambu,Odeon,zuri,NGANYA,Rogue,33 pax,33,200,21km,Diesel,26.5 litres/100km,Cash,KES6600,176.38
TRP003737,45920,AM,Dry Season,69,Outering Road,OTC,KBS,electric,BasiGo E-Bus,25 pax,25,KSH 150/=,27,Electric,37.0 kWh/100km,cash,3750/-,26.23
TRP015589,45562,AM,Dry Season,102,Kikuyu,Railways,oma services,Standard,Standard Unit,33,33,150,21.3,PETROL,31.1 litres/100km,cash,KSH 4950/=,KES171.30
TRP007036,11.07.2023,AFTERNOON,Dry Season,34F,Fedha,OTC,Embassava,standard,Standard Unit,14,14,68/-,9.2,Diesel,22.2 L/100km,M-PESA,947,Ksh 185.10
TRP000653,45110,EVENING,Dry Season,34,Langata Road,Kencom,Super Metro,nganya,Sabaki,33,33,200,25.3,diesel,22.46,CASH,6600,Ksh 176.34
TRP015426,45543,AFTERNOON,Dry Season,102,Kikuyu,Railways,KBS,STANDARD,Standard Unit,14 seater,14,150,28km,diesel,28.3 litres/100km,Cash,2100,KES161.02
TRP014309,24/02/2023,AFTERNOON,Dry Season,56,Lavington-Kawangware,Kencom,Kbs,Standard,Standard Unit,14,14,Ksh 150,26km,diesel,24.8l/100km,MPESA ,Ksh 2100,180.26
TRP012991,45026,MORNING,SHORT RAINS,56,Lavington-Kawangware,Kencom,east shuttle,Electric,BasiGo E-Bus,25 seater,25,140/-,7.8,Electric,51.9kwh,mpesa,3511,Ksh 25.17
TRP006099,45725,Evning,Long Rains,73,Outering Road,OTC,East Shuttle,electric,BasiGo E-Bus,33,33,73,6,Electric,52.8 kWh/100km,cash,KSH 2407/=,KES26.62
TRP015297,45839,MORNING,DRY SEASON,73,Outering Road,OTC,OMA Services,Electric,BasiGo E-Bus,25 seater,25,Ksh 150,26.9,Electric,45.94,CASH,Ksh 3750,24.6
TRP016894,46019,Late Night,Short Rains,8,Pangani,Railways,embassava,standard,Standard Unit,25,25,Ksh 93,7km,Diesel,22.6l/100km,MPESA ,2325/-,188.71
TRP001299,26/07/2023,Eve,Dry Season,33J,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33,33,141,16.15 km,Diesel,19.7 L/100km,Mpesa,Ksh 4654,Ksh 183.59
TRP006817,45383,PM,DRY SEASON,8B,Kibra,Railways,OMA SERVICES,STANDARD,Standard Unit,25 seater,25,83,11.5,DIESEL,27.0l/100km,mpesa,KES2070,174.98
TRP005922,44964,evening,Dry Season,EXP1,Nyayo Estate-Westlands,Railways,Super Metro,NGANYA,Godfather,14,14,KES200,21.4,Diesel,29.8 L/100km,cash,2800,177.92
TRP000478,22/03/2025,MORNING,LONG RAINS,KU1,Kenyatta University,Odeon,nicco movers,Nganya,Kixx,33 seater,33,KES138,14km,Diesel,27.58,mpesa,Ksh 4549,192.6/=
TRP007214,45237,Evning,Short Rains,56,Lavington-Kawangware,Kencom,Citi Hoppa,NGANYA,John Wick,25 seater,25,Ksh 200,10.75 km,Petrol,18.3 L/100km,mpesa,5000/-,191.55
TRP007466,03.05.2025,AFTERNOON,Long Rains,28,Huruma-Mathare,Muthurwa,Embassava,NGANYA,Nyoka,25 seater,25,KES200,22km,Diesel,26.8l/100km,CASH,KES5000,KES192.97
TRP013568,1698275520,Nyt,short rains,33J,Jogoo Road,Muthurwa,LATEMA,standard,Standard Unit,14,14,150,17.6,Diesel,22.0l/100km,M-PESA,Ksh 2100,180.7/=
TRP000458,45669,Morning,Short Rains,14B,Eastleigh,Odeon,kbs,nganya,John Wick,25,25,158.64,12,Diesel,21.8 L/100km,MPESA ,Ksh 3966,KES196.79
TRP010858,45660,EVENING,Dry Season,112,Kikuyu,Railways,Latema,STANDARD,Standard Unit,14,14,150/-,25.88 km,DIESEL,26.2 litres/100km,M-PESA,2100,KES184.47
TRP010186,45633,morning,short rains,102,Kikuyu,Railways,ongata line,NGANYA,Night Nurse,33,33,200,24.7,DIESEL,28.67,MPESA ,KES6600,158.35
TRP011788,45339,evening,DRY SEASON,48A,Lavington-Kawangware,Ambassador,Embassava,nganya,Sabaki,33 pax,33,200,28km,PETROL,30.8l/100km,Mpesa,Ksh 6600,174.27
TRP002182,45279,night,Short Rains,111,Ngong Road,Railways,ongata line,Standard,Standard Unit,33,33,115.88,11.57 km,DIESEL,22.0 litres/100km,MPESA ,KES3824,185.76
TRP004537,45457,NIGHT,Dry Season,69,Outering Road,OTC,City Shuttle,Standard,Standard Unit,25 pax,25,150,26,Diesel,27.21,Mpesa,3750,176.74
